Plant type,Species,Author,Journal,Year,Kingdom,Phylum,Angiosperm or Gymnosperm,Dicot or Monocot,Class,Order,Family,Accepted name,Growth form Raunkiaer,Growth form author
Annual,Microthlaspi perfoliatum,"Burns, Pardini, Schutzenhofer, Chung, Seidler & Knight",Unpublished ms (word),,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Brassicales,Brassicaceae,,Therophyte,
Herbaceous perennial,Mimulus cardinalis,Angert,Ecol,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Phrymaceae,Mimulus cardinalis,Geophyte,Rhizome
Herbaceous perennial,Mimulus guttatus,Elderd & Doak,J Ecol,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Phrymaceae,Mimulus guttatus,Hemicryptophyte,Rosette
Herbaceous perennial,Mimulus lewisii,Angert,Ecol,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Phrymaceae,Mimulus lewisii,Geophyte,Rhizome
Herbaceous perennial,Minuartia obtusiloba,Forbis & Doak,Amer J Bot,2004,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,Minuartia obtusiloba,Hemicryptophyte,"Rosette, caespitose"
Herbaceous perennial,Molinia caerulea,"Jacquemyn, Brys & Neubert",Ecol Appl,2005,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Molinia caerulea,Hemicryptophyte,Tussock
Tree,Mora paraensis,Fortini & Zarin,Forest Ecol & Manag,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,,Phanaerophyte,
Shrub,Mulinum spinosum,Cipriotti & Aguiar,Appl Veg Sci,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Apiaceae,,Chamaephytes,
Annual,Murdannia nudiflora,Burns,Ecol Appl,2008,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Commelinales,Commelinaceae,Murdannia nudiflora,Therophyte,
Herbaceous perennial,Murdannia simplex,Burns,Ecol Appl,2008,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Commelinales,Commelinaceae,Murdannia simplex,Hemicryptophyte,
Tree,Myoporum platycarpum,"McArthur, Boland & Tiver",Proc Model,2003,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Scrophulariaceae,,Mesophanerophyte,
Annual,Myosotis ramosissima,Dostal,J Veg Sci,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Boraginaceae,,Therophyte,
Tree,Myrcia sylvatica,"Fortini, Bruna, Zarin, Vasconcelos & Miranda",Oeco,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Myrtaceae,,Phanaerophyte,Early short-lived pioneer species
Tree,Myrsine guianensis,Hoffmann,Ecol,1999,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Myrsinaceae,Myrsine floridana,Mesophanerophyte,Tree
Herbaceous perennial,Narcissus poeticus,"Burns, Pardini, Schutzenhofer, Chung, Seidler & Knight",,,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,,,
Herbaceous perennial,Narcissus pseudonarcissus,Barkham,J Ecol,1980,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,Narcissus pseudonarcissus,Geophyte,Bulbous geophyte
Herbaceous perennial,Nardostachys grandiflora,"Ghimire, Gimenez, Pradel, McKey, Aumeeruddy-Thomas",J Appl Ecol,2008,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Dipsacales,Valerianaceae,,Geophyte,"Rhizome, rosette, caespitose"
Succulent,Neobuxbaumia macrocephala,"Esparza-Olguin, Valverde & Mandujano",Popul Ecol,2005,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,Mesophanerophyte,Columnar-branching
Succulent,Neobuxbaumia macrocephala 2,Esparza-Olguin,Biol Cons,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,,
Succulent,Neobuxbaumia macrocephala 3,Godínez-Alvarez,Plant Ecol,2004,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,,
Succulent,Neobuxbaumia mezcalaensis,"Esparza-Olguin, Valverde & Mandujano",Popul Ecol,2005,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,Mesophanerophyte,Columnar-non branching
Succulent,Neobuxbaumia tetetzo,"Esparza-Olguin, Valverde & Mandujano",Popul Ecol,2005,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,Mesophanerophyte,Columnar-branching
Succulent,Neobuxbaumia tetetzo 2,Godínez-Alvarez,Plant Ecol,2004,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,,
Palm,Neodypsis decaryi,"Ratsirarson, Silander & Richard",Cons Biol,1996,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Dypsis decaryi,Mesophanerophyte,
Herbaceous perennial,Neotinea ustulata,Shefferson & Tali,J Ecol,2007,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Orchidaceae,Neotinea ustulata,Geophyte,tuberous
Tree,Nothofagus fusca,Enright & Ogden,Aust J Ecol,1979,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fagales,Fagaceae,Nothofagus fusca,Mesophanerophyte,
Annual,Oenothera arizonica,"Evans, Ferriere, Kane & Venable",Am Nat,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Onagraceae,,Therophyte,
Herbaceous perennial,Oenothera californica subspp. avita,"Evans, Ferriere, Kane & Venable",Am Nat,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Onagraceae,,,
Herbaceous perennial,Oenothera deltoides,Thomson,Cons Biol,2005,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Onagraceae,Oenothera deltoides,Hemicryptophyte,Rosette
Herbaceous perennial,Oenothera glazioviana,Rees & Rose,Proc R Soc Lon,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Onagraceae,Oenothera glazioviana,Hemicryptophyte,
Tree,Olea europaea subspp. cuspidata,Bekele,PhD thesis,2000,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Oleaceae,,Mesophanerophyte,
Herbaceous perennial,Onopordum illyricum,Lubben,PhD thesis,2004,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Onopordum illyricum,Hemicryptophyte,
Herbaceous perennial,Ophrys sphegodes,Wells & Willems,Population Ecology of Terrestrial Orchids,1991,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Orchidaceae,Ophrys sphegodes,Geophyte,Bulb
Succulent,Opuntia imbricata,"Miller, Louda, Rose & Eckberg",Ecol Monog,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,,
Succulent,Opuntia macrocentra,"Mandujano, Golubov, Huenneke",Popul Ecol,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia macrocentra,Nanophanerophyte,short shrub
Succulent,Opuntia macrorrhiza,"Keeler, Tenhumberg",Southw Nat,,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia macrocentra,Nanophanerophyte,
Succulent,Opuntia rastrera,"Mandujano, Montana, Franco, Golubov & Flores-Martinez",Ecol,2001,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,Nanophanerophyte,
Succulent,Opuntia stricta,"Hoffmann, Moran & Zeller",J Appl Ecol,1998,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,,
Herbaceous perennial,Orchis purpurea,Jaquemyns,Ecol,2010,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Orchidaceae,Orchis purpurea,Geophyte,"Tuberous, Rhizome"
Annual,Oryza sativa,"Mortimer, Pandey & Piggin",Lim Proceed,,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Oryza sativa,Therophyte,
Annual,Oryza sativa var. sylvatica,"Vidotto, Ferrero & Ducco",Weed Research,2001,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Oryza sativa,,
Herbaceous perennial,Oxalis acetosella,Berg,Ecog,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis montana,Geophyte,"Rhizome, rosette"
Tree,Oxandra asbeckii,"Chagneau, Mortier & Picard","Journal of the Royal Statistical Society, Series C (Applied Statistics)",2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Magnoliales,Annonaceæ,Oxandra asbeckii,Mesophanerophyte,
Herbaceous perennial,Oxytropis jabalambrensis,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,,,
Succulent,Pachycereus pecten-aboriginum,"Morales-Romero, Godinez-Alvarez, Campo-Alves, Molina-Freaner",J Arid Env,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,,
Herbaceous perennial,Panax quinquefolium,Voort & McGraw,Biol Cons,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Araliaceae,,Geophyte,Rhizome
Herbaceous perennial,Panax quinquefolium 2,Nantel ,J Ecol,1996,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Araliaceae,,Geophyte,
Herbaceous perennial,Panax quinquefolium 3,Shahi,PhD thesis,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Araliaceae,,Geophyte,
Tree,Parashorea chinensis,"Chien, Zuidema & Nghia",Popul Ecol,2008,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Magnoliales,Annonaceae,,Mesophanerophyte,
Tree,Parkinsonia aculeata,"Raghu, Wilson & Dhileepan",Aust J Entomol,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Parkinsonia aculeata,Mesophanerophyte,Polypodial
Herbaceous perennial,Parolinia glabriuscula,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Brassicales,Brassicaceae,,,
Herbaceous perennial,Paronychia jamesii,"Dalgleish, Koons, & Adler",J Ecol,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia jamesii,Hemicryptophyte,Forb
Herbaceous perennial,Paronychia pulvinata,Forbis & Doak,Amer J Bot,2004,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia pulvinata,Hemicryptophyte,"Rosette, caespitose"
Herbaceous perennial,Pedicularis furbishiae,Menges,Cons Biol,1990,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Scrophulariaceae,Pedicularis furbishiae,Hemicryptophyte,Rosette
Herbaceous perennial,Pediomelum esculentum,Castle,PhD thesis,XXXX,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,,,
Herbaceous perennial,Penstemon haydenii,"Kottas, Tenhumberg",PhD Diss,2008,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Plantaginaceae,,,
Tree,Pentaclethra macroloba,Hartshorn,PhD Diss,1972,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Pentaclethra macroloba,Macrophanerophyte,
Herbaceous perennial,Periandra mediterranea,Hoffmann & Solbrig,Forest Ecol & Manag,2003,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Periandra mediterranea,Hemicryptophyte,
Herbaceous perennial,Persicaria maculosa,"van den Berg, Gilligan, Gerdessen, Gregoire & van den Bosch",Weed Research,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Polygonaceae,,,
Herbaceous perennial,Petrocoptis montsicciana,Garcia,Biol Cons,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,,Chamaephyte,Rosette
Herbaceous perennial,Petrocoptis pseudoviscosa,Garcia,Biol Cons,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,,Chamaephyte,Rosette
Shrub,Petrophile pulchella,Bradstock & O'Connell,Aust J Bot,1988,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Proteales,Proteaceae,,Nanophanerophyte,perennial woody shrub
Annual,Phacelia insularis var. insularis,"Levine, McEachern & Cowan",J Ecol,2008,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Polemoniaceae,,Therophyte,Forb
Annual,Phalaris brachystachys,"Gonzalez-Andujar, Jimenez-Hidalgo, Garcia-Torres, Saavedra",Crop Protection,2005,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Phalaris brachystachys,Therophyte,
Herbaceous perennial,Phaseolus lunatus,"Degreef, Baudoin & Rocha",Gen Res Crop Evol,1997,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Phaseolus lunatus,Chamaephyte,
Annual,Phlox drummondii,Schmidt & Levin,Evol,1985,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Polemoniaceae,Phlox drummondii,Therophyte,
Tree,Phyllanthus emblica,Sinha & Brault,Biodiv & Cons,2005,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Euphorbiaceae,Phyllanthus emblica,Mesophanerophyte,Multi-columnar
Tree,Phyllanthus emblica 2,"Ticktin, Ganesan, Paramesha & Setty",J Appl Ecol,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Euphorbiaceae,Phyllanthus emblica,,
Tree,Phyllanthus indofischeri,"Ticktin, Ganesan, Paramesha & Setty",J Appl Ecol,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Euphorbiaceae,,,
Algae,Phyllospadix scouleri,Shelton,Am Nat,2010,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Alismatales,Zosteraceae,,,
Algae,Phyllospadix serrulatus,Shelton,Am Nat,2010,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Alismatales,Zosteraceae,,,
Palm,Phytelephas seemannii,Bernal,J Appl Ecol,1998,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Phytelephas seemannii,Nanophanerophyte,Multi-columnar
Tree,Picea glehnii,Kubota,Eco Research,1997,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Pinaceae,Picea glehnii,Mesophanerophyte,
Tree,Picea jezoensis,Kubota,Eco Research,1997,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Pinaceae,Picea jezoensis,Macrophanerophyte,
Herbaceous perennial,Picris hieracioides,Klemow & Raynal,J Ecol,1985,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Picris hieracioides,Hemicryptophyte,"Rosette, facultative biennial"
Herbaceous perennial,Pimpinella saxifraga,"Auestad, Rydgren, Jongejans, & Kroon",Biol Cons,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Apiaceae,Pimpinella saxifraga,Hemicryptophyte,
Herbaceous perennial,Pinguicula alpina,"Svennson, Carlsson, Karlsson & Nordell",J Ecol,1993,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Lentibulariaceae,,Geophyte,"rosette, geophyte"
Herbaceous perennial,Pinguicula ionantha,"Kesler, Trusty, Hermann & Guyer",J Ecol,2008,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Lentibulariaceae,Pinguicula ionantha,Geophyte,"rosette, geophyte"
Herbaceous perennial,Pinguicula villosa,"Svennson, Carlsson, Karlsson & Nordell",J Ecol,1993,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Lentibulariaceae,Pinguicula villosa,Geophyte,"rosette, geophyte"
Herbaceous perennial,Pinguicula vulgaris,"Svennson, Carlsson, Karlsson & Nordell",J Ecol,1993,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Lentibulariaceae,Pinguicula vulgaris,Hemicryptophyte,geophyte
Tree,Pinus cembroides,"Suzan-Azpiri, Sanchez-Ramos, Martinez-Avalos, Villa-Melgarejo",Ecol & Manag,2002,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Pinaceae,Pinus cembroides,Mesophanerophyte,
Tree,Pinus jeffreyi,van Mantgem & Stepheson,Ecol,2005,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Pinaceae,Pinus jeffreyi,Macrophanerophyte,
Tree,Pinus kwangtungensis,"Chien, Zuidema & Nghia",Popul Ecol,2008,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Pinaceae,Pinus fenzeliana,Mesophanerophyte,
Tree,Pinus lambertiana,van Mantgem & Stepheson,Ecol,2005,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Pinaceae,Pinus lambertiana,Macrophanerophyte,
Tree,Pinus lambertiana 2,"Maloney, Vogler, Eckert, Jensen & Neale",Ecol & Manag,2011,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Pinaceae,Pinus lambertiana,Macrophanerophyte,
Tree,Pinus massoniana,Zeng,PhD thesis,2001,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Pinaceae,Pinus massoniana,Macrophanerophyte,
Tree,Pinus nelsoni,"Suzan-Azpiri, Sanchez-Ramos, Martinez-Avalos, Villa-Melgarejo",Ecol & Manag,2002,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Pinaceae,,Mesophanerophyte,
Tree,Pinus nigra,"Buckley, Brockerhoff, Langer, Ledgard, North & Rees",J Appl Ecol,2005,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Pinaceae,Pinus nigra,Mesophanerophyte,Monopodial
Tree,Pinus palustris,"Platt, Evans & Rathbun",Amer Nat,1988,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Pinaceae,Pinus palustris,Mesophanerophyte,Columnar
Tree,Pinus pinaster,"Escalante, Pando, Ordonez & Bravo",Ann For Sci,2011,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Pinaceae,,,
Tree,Pinus ponderosa,van Mantgem & Stepheson,Ecol,2005,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Pinaceae,Pinus ponderosa,Macrophanerophyte,
Tree,Pinus strobus,Mumzbergova,,,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Pinaceae,,,
Tree,Pinus sylvestris,Usher,Biom,1966,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Pinaceae,Pinus sylvestris,Mesophanerophyte,
Herbaceous perennial,Piriqueta caroliana,Feldman & Morris,J Ecol,2011,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Turneraceae,,,
Herbaceous perennial,Plantago coronopus,Waite,J Ecol,1984,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Plantaginaceae,Plantago coronopus,Hemicryptophyte,"Rosette, sometimes biennial"
Herbaceous perennial,Plantago lanceolata,"Hamre, Rydgren & Halvorsen",Plant Ecol,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Plantaginaceae,Plantago lanceolata,Hemicryptophyte,Rosette
Herbaceous perennial,Plantago lanceolata 2,Shefferson & Roach,Ecol,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Plantaginaceae,Plantago major,Hemicryptophyte,
Herbaceous perennial,Plantago major,,,,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Plantaginaceae,Plantago major,Hemicryptophyte,
Herbaceous perennial,Plantago maritima,Jerling,Vegetatio,1985,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Plantaginaceae,Plantago maritima,Helophyte,Rosette
Herbaceous perennial,Plantago media,Eriksson & Eriksson,J Veg Sci,2000,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Plantaginaceae,Plantago media,Hemicryptophyte,Rosette
Herbaceous perennial,Plantago rugelii,Hawthorn & Cavers,J Ecol,1976,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Plantaginaceae,Plantago rugelii,Hemicryptophyte,Rosette
Herbaceous perennial,Platanthera hookeri,Reddoch & Reddoch,J Torrey Bot Soc,2007,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Orchidaceae,Platanthera hookeri,Geophyte,Bulb
Tree,Platymiscium filipes,Fortini & Zarin,Forest Ecol & Manag,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,,,
Herbaceous perennial,Poa alpina,"Marcante, Winkler, Erschbamer",Annals Bot,2009,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Poa alpina,Hemicryptophyte,
Palm,Podococcus barteri,Bullock,Biotrop,1980,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Podococcus barteri,Mesophanerophyte,
Herbaceous perennial,Podophyllum peltatum,Sohn & Policansky,Ecol,1977,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ranunculales,Berberidaceae,Podophyllum peltatum,Geophyte,Rhizome
Herbaceous perennial,Polemonium vanbruntiae,Bermingham,Plant Ecol,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Polemoniaceae,Polemoniaceae,Helophyte,
Annual,Polygonum perfoliatum,Hyatt & Araki,Biol Inv,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum perfoliatum,Therophyte,Forb
Annual,Polygonum persicaria,"Mertens, van den Bosch & Heesterbeek",Ecol Appl,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum persicaria,Therophyte,
Fern,Polystichum aculeatum,de Groot,PhD thesis,2011,Plantae,Pteridophyta,.,.,Pterodopsida,Polypodiales,Dryopteridaceae,,,
Fern,Polystichum setiferum,de Groot,PhD thesis,2011,Plantae,Pteridophyta,.,.,Pterodopsida,Polypodiales,Dryopteridaceae,,,
Herbaceous perennial,Potentilla anserina,Eriksson,J Ecol,1988,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Potentilla anserina,Hemicryptophyte,Stoloniferous rosette
Herbaceous perennial,Potentilla recta,Lesica & Ellis,Inv Plant Sci & Manag,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Potentilla anserina,,
Tree,Pouteria sagotiana,Fortini & Zarin,Forest Ecol & Manag,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Sapotaceae,,Phanerophytes,
Herbaceous perennial,Primula elatior,Jacquemyn & Brys,Ecol,2008,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Primulaceae,Primula elatior,Hemicryptophyte,Rosette
Herbaceous perennial,Primula farinosa,Lindborg & Ehrlen,Cons Biol,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Primulaceae,Primula laurentiana,Hemicryptophyte,Rosette
Herbaceous perennial,Primula nutans,"Bjornstrom, Hyvarinen, Siikamaki, Strengell, Vare & Tuomi",Ann Bot Fen,2011,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Primulaceae,Primula laurentiana,,
Herbaceous perennial,Primula veris,"Ehrlen, Syrjanen, Leimu, Garcia & Lehtila",J Appl Ecol,2005,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Primulaceae,Primula veris,Hemicryptophyte,Rosette
Herbaceous perennial,Primula veris 2,Jacquemyn,Oikos,2011,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Primulaceae,Primula veris,Hemicryptophyte,Rosette
Herbaceous perennial,Primula veris 3,Ramula,J Appl Ecol,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Primulaceae,Primula veris,Hemicryptophyte,
Herbaceous perennial,Primula veris 4,Endels,Plant Ecol,2005,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Primulaceae,Primula veris,Hemicryptophyte,
Herbaceous perennial,Primula vulgaris,Valverde & Silvertown,J Ecol,1998,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Primulaceae,Primula vulgaris,Macrophanerophyte,Rosette
Herbaceous perennial,Primula vulgaris2,Endels,J Ecol,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Primulaceae,Primula vulgaris,Macrophanerophyte,
Tree,Prioria copaifera,Condit,Forest Ecol & Manag,1993,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Prioria copaifera,Mesophanerophyte,
Tree,Prosopis glandulosa,"Golubov, Mandujano, Franco, Montana, Eguiarte & Lopez-Portillo",J Ecol,1999,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Mimosaceae,Prosopis glandulosa,Mesophanerophyte,
Tree,Prosopis laevigata,Bernal,PhD thesis,2004,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Mimosaceae,Prosopis laevigata,Mesophanerophyte,
Shrub,Protea neriifolia,"Higgins, Pickett & Bond",TREE,2000,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Proteales,Proteaceae,,Nanophanerophyte,
Tree,Prunus africana,Stewart,PhD Diss,2001,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Prunus africana,Mesophanerophyte,
Tree,Prunus serotina,Decocq,Ecol Model,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Prunus serotina,Hemicryptophyte,Monopodial
